,cat119_train.tm,cat119_train.address_city,cat119_train.address_gu,cat119_train.sub_address,cat119_train.cat,cat119_train.sub_cat,cat119_train.stn,cat119_train.call_count
197,20200504,부산광역시,금정구,금성동,구조,교통사고,941,1
198,20200504,부산광역시,금정구,부곡동,구급,교통사고,940,1
199,20200504,부산광역시,기장군,기장읍,구급,부상,923,1
200,20200504,부산광역시,기장군,기장읍,구조,교통사고,923,1
201,20200504,부산광역시,기장군,정관읍,구급,부상,923,1
202,20200504,부산광역시,기장군,철마면,구급,부상,939,1
203,20200504,부산광역시,기장군,철마면,구조,교통사고,939,1
204,20200504,부산광역시,남구,대연동,구급,교통사고,942,2
205,20200504,부산광역시,남구,문현동,구급,교통사고,942,1
206,20200504,부산광역시,남구,용호동,구급,교통사고,942,1
207,20200504,부산광역시,남구,용호동,구급,부상,942,4
208,20200504,부산광역시,동구,범일동,구급,교통사고,942,1
209,20200504,부산광역시,동구,범일동,구급,부상,942,1
210,20200504,부산광역시,동구,초량동,구급,부상,159,1
211,20200504,부산광역시,동래구,낙민동,구급,교통사고,940,1
212,20200504,부산광역시,동래구,낙민동,구급,구급기타,940,1
213,20200504,부산광역시,동래구,복천동,구조,산악사고,940,1
214,20200504,부산광역시,동래구,온천동,구급,교통사고,940,1
215,20200504,부산광역시,동래구,온천동,구급,부상,940,2
216,20200504,부산광역시,부산진구,가야동,구급,교통사고,938,1
217,20200504,부산광역시,부산진구,가야동,구급,부상,938,1
218,20200504,부산광역시,부산진구,당감동,구급,부상,938,2
219,20200504,부산광역시,부산진구,범천동,구급,부상,942,1
220,20200504,부산광역시,부산진구,부암동,구급,교통사고,938,1
221,20200504,부산광역시,부산진구,부암동,기타,업무운행,938,1
222,20200504,부산광역시,부산진구,부전동,구급,구급기타,938,1
223,20200504,부산광역시,부산진구,부전동,구급,부상,938,3
224,20200504,부산광역시,부산진구,양정동,구급,교통사고,940,1
225,20200504,부산광역시,부산진구,양정동,구급,부상,940,2
226,20200504,부산광역시,부산진구,양정동,기타,상황출동,940,1
227,20200504,부산광역시,북구,구포동,구급,교통사고,941,1
228,20200504,부산광역시,북구,구포동,구급,부상,941,2
229,20200504,부산광역시,북구,금곡동,구급,부상,941,2
230,20200504,부산광역시,북구,덕천동,구급,교통사고,941,1
231,20200504,부산광역시,북구,덕천동,구조,교통사고,941,1
232,20200504,부산광역시,북구,만덕동,기타,상황출동,941,1
233,20200504,부산광역시,북구,화명동,구급,교통사고,941,1
234,20200504,부산광역시,북구,화명동,구급,부상,941,1
235,20200504,부산광역시,사상구,덕포동,구급,부상,904,1
236,20200504,부산광역시,사상구,삼락동,기타,업무운행,904,1
237,20200504,부산광역시,사상구,주례동,구급,교통사고,938,1
238,20200504,부산광역시,사상구,주례동,구조,교통사고,938,1
239,20200504,부산광역시,사상구,주례동,기타,상황출동,938,3
240,20200504,부산광역시,사상구,학장동,구조,교통사고,904,1
241,20200504,부산광역시,사하구,괴정동,구급,교통사고,950,1
242,20200504,부산광역시,사하구,괴정동,구급,부상,950,1
243,20200504,부산광역시,사하구,괴정동,기타,상황출동,950,1
244,20200504,부산광역시,사하구,다대동,기타,대민지원,950,1
245,20200504,부산광역시,사하구,신평동,기타,업무운행,950,1
246,20200504,부산광역시,사하구,장림동,구급,부상,950,1
247,20200504,부산광역시,사하구,하단동,구조,자연재해,950,2
248,20200504,부산광역시,서구,남부민동,구급,부상,159,1
249,20200504,부산광역시,서구,아미동,구급,부상,159,1
250,20200504,부산광역시,서구,충무동,구급,부상,159,1
251,20200504,부산광역시,수영구,광안동,구급,부상,937,2
252,20200504,부산광역시,수영구,광안동,기타,상황출동,937,1
253,20200504,부산광역시,수영구,남천동,기타,상황출동,937,1
254,20200504,부산광역시,수영구,망미동,구급,교통사고,940,1
255,20200504,부산광역시,연제구,거제동,구급,교통사고,940,1
256,20200504,부산광역시,연제구,거제동,구급,부상,940,1
257,20200504,부산광역시,연제구,연산동,구급,구급기타,940,1
258,20200504,부산광역시,연제구,연산동,구급,부상,940,2
259,20200504,부산광역시,연제구,연산동,구조,교통사고,940,1
260,20200504,부산광역시,영도구,동삼동,구급,부상,910,2
261,20200504,부산광역시,영도구,동삼동,기타,업무운행,910,1
262,20200504,부산광역시,영도구,청학동,구급,교통사고,159,1
263,20200504,부산광역시,중구,남포동,구급,교통사고,159,1
264,20200504,부산광역시,중구,중앙동,구조,교통사고,159,1
265,20200504,부산광역시,중구,중앙동,기타,업무운행,159,1
266,20200504,부산광역시,해운대구,반송동,구급,부상,937,2
267,20200504,부산광역시,해운대구,반여동,기타,업무운행,937,1
268,20200504,부산광역시,해운대구,송정동,구급,부상,937,1
269,20200504,부산광역시,해운대구,중동,구급,부상,937,1
270,20200504,부산광역시,해운대구,중동,기타,상황출동,937,1
271,20200505,부산광역시,강서구,명지동,구급,부상,904,1
272,20200505,부산광역시,금정구,두구동,구급,교통사고,939,1
273,20200505,부산광역시,금정구,두구동,구조,교통사고,939,1
274,20200505,부산광역시,금정구,부곡동,구급,교통사고,940,1
275,20200505,부산광역시,금정구,오륜동,구조,교통사고,940,1
276,20200505,부산광역시,금정구,장전동,구급,부상,940,1
277,20200505,부산광역시,기장군,기장읍,구급,부상,923,1
278,20200505,부산광역시,남구,감만동,구급,부상,942,1
279,20200505,부산광역시,남구,대연동,구급,구급기타,942,1
280,20200505,부산광역시,남구,대연동,구급,부상,942,2
281,20200505,부산광역시,남구,문현동,구급,부상,942,1
282,20200505,부산광역시,남구,용호동,구급,교통사고,942,2
283,20200505,부산광역시,남구,용호동,구급,부상,942,1
284,20200505,부산광역시,남구,용호동,구조,교통사고,942,1
285,20200505,부산광역시,동구,초량동,구급,부상,159,1
286,20200505,부산광역시,동래구,사직동,구급,구급기타,940,1
287,20200505,부산광역시,동래구,수안동,구급,부상,940,1
288,20200505,부산광역시,동래구,수안동,구조,교통사고,940,1
289,20200505,부산광역시,동래구,안락동,구급,구급기타,940,1
290,20200505,부산광역시,부산진구,가야동,구급,부상,938,1
291,20200505,부산광역시,부산진구,가야동,기타,업무운행,938,1
292,20200505,부산광역시,부산진구,당감동,기타,업무운행,938,1
293,20200505,부산광역시,부산진구,부암동,기타,업무운행,938,1
294,20200505,부산광역시,부산진구,부전동,구급,교통사고,938,4
295,20200505,부산광역시,부산진구,부전동,구급,부상,938,1
296,20200505,부산광역시,부산진구,부전동,기타,상황출동,938,1
297,20200505,부산광역시,부산진구,양정동,구급,교통사고,940,1
298,20200505,부산광역시,부산진구,초읍동,구급,부상,941,1
299,20200505,부산광역시,북구,구포동,구급,교통사고,941,1
300,20200505,부산광역시,북구,구포동,구급,부상,941,1
301,20200505,부산광역시,북구,덕천동,구급,부상,941,1
302,20200505,부산광역시,북구,덕천동,기타,업무운행,941,1
303,20200505,부산광역시,사상구,감전동,구급,부상,904,1
304,20200505,부산광역시,사상구,괘법동,구급,부상,904,1
305,20200505,부산광역시,사상구,덕포동,구급,교통사고,904,1
306,20200505,부산광역시,사상구,모라동,구급,부상,904,2
307,20200505,부산광역시,사상구,모라동,구조,교통사고,904,1
308,20200505,부산광역시,사상구,모라동,구조,산악사고,904,1
309,20200505,부산광역시,사상구,삼락동,구급,부상,904,1
310,20200505,부산광역시,사상구,학장동,구조,교통사고,904,1
311,20200505,부산광역시,사하구,다대동,기타,상황출동,950,1
312,20200505,부산광역시,사하구,하단동,구급,교통사고,950,1
313,20200505,부산광역시,서구,남부민동,구급,교통사고,159,1
314,20200505,부산광역시,서구,토성동,구급,부상,159,1
315,20200505,부산광역시,수영구,광안동,구급,부상,937,2
316,20200505,부산광역시,수영구,광안동,기타,업무운행,937,1
317,20200505,부산광역시,수영구,민락동,구급,부상,937,1
318,20200505,부산광역시,연제구,연산동,구급,교통사고,940,1
319,20200505,부산광역시,연제구,연산동,기타,상황출동,940,1
320,20200505,부산광역시,연제구,연산동,기타,업무운행,940,1
321,20200505,부산광역시,영도구,동삼동,구급,부상,910,2
322,20200505,부산광역시,영도구,동삼동,기타,상황출동,910,1
323,20200505,부산광역시,영도구,청학동,구급,교통사고,159,1
324,20200505,부산광역시,해운대구,반송동,구급,부상,937,2
325,20200505,부산광역시,해운대구,반여동,구급,부상,937,1
326,20200505,부산광역시,해운대구,송정동,구급,부상,937,1
327,20200505,부산광역시,해운대구,우동,구급,교통사고,937,2
328,20200505,부산광역시,해운대구,우동,구급,부상,937,1
329,20200505,부산광역시,해운대구,우동,구조,수난사고,937,1
330,20200505,부산광역시,해운대구,재송동,구급,부상,937,1
331,20200506,부산광역시,강서구,대저1동,구조,교통사고,904,1
332,20200506,부산광역시,강서구,명지동,구급,교통사고,904,2
333,20200506,부산광역시,강서구,미음동,구급,교통사고,904,1
334,20200506,부산광역시,강서구,미음동,구조,교통사고,904,1
335,20200506,부산광역시,강서구,미음동,기타,상황출동,904,1
336,20200506,부산광역시,강서구,범방동,구급,부상,904,1
337,20200506,부산광역시,금정구,구서동,구급,교통사고,940,1
338,20200506,부산광역시,금정구,두구동,구급,부상,939,1
339,20200506,부산광역시,금정구,부곡동,구급,교통사고,940,1
340,20200506,부산광역시,금정구,서동,구급,교통사고,940,1
341,20200506,부산광역시,금정구,청룡동,구급,부상,939,1
342,20200506,부산광역시,기장군,기장읍,구급,교통사고,923,1
343,20200506,부산광역시,기장군,장안읍,구조,교통사고,923,2
344,20200506,부산광역시,기장군,정관읍,구급,부상,923,1
345,20200506,부산광역시,기장군,정관읍,기타,업무운행,923,1
346,20200506,부산광역시,남구,대연동,구급,교통사고,942,1
347,20200506,부산광역시,남구,대연동,구급,구급기타,942,1
348,20200506,부산광역시,남구,대연동,구급,부상,942,1
349,20200506,부산광역시,남구,문현동,구급,부상,942,1
350,20200506,부산광역시,남구,용호동,구급,교통사고,942,1
351,20200506,부산광역시,동구,범일동,구급,교통사고,942,1
352,20200506,부산광역시,동래구,복천동,구급,교통사고,940,1
353,20200506,부산광역시,동래구,복천동,구급,부상,940,1
354,20200506,부산광역시,동래구,복천동,기타,상황출동,940,1
355,20200506,부산광역시,동래구,사직동,구급,교통사고,940,1
356,20200506,부산광역시,동래구,사직동,구급,부상,940,1
357,20200506,부산광역시,동래구,사직동,기타,업무운행,940,2
358,20200506,부산광역시,동래구,안락동,구급,교통사고,940,2
359,20200506,부산광역시,동래구,안락동,기타,업무운행,940,1
360,20200506,부산광역시,동래구,온천동,구급,교통사고,940,1
361,20200506,부산광역시,동래구,온천동,구급,부상,940,1
362,20200506,부산광역시,부산진구,가야동,구조,교통사고,938,1
363,20200506,부산광역시,부산진구,가야동,기타,업무운행,938,1
364,20200506,부산광역시,부산진구,당감동,구급,교통사고,938,2
365,20200506,부산광역시,부산진구,당감동,구급,부상,938,1
366,20200506,부산광역시,부산진구,범천동,구급,교통사고,942,1
367,20200506,부산광역시,부산진구,범천동,구급,부상,942,1
368,20200506,부산광역시,부산진구,부암동,구급,부상,938,1
369,20200506,부산광역시,부산진구,부전동,구급,교통사고,938,2
370,20200506,부산광역시,부산진구,부전동,구급,부상,938,1
371,20200506,부산광역시,부산진구,전포동,구급,부상,938,1
372,20200506,부산광역시,부산진구,초읍동,구급,교통사고,941,1
373,20200506,부산광역시,북구,구포동,구급,부상,941,1
374,20200506,부산광역시,북구,덕천동,구급,교통사고,941,1
375,20200506,부산광역시,북구,만덕동,구급,교통사고,941,4
376,20200506,부산광역시,북구,화명동,구급,교통사고,941,2
377,20200506,부산광역시,사상구,감전동,구급,교통사고,904,1
378,20200506,부산광역시,사상구,괘법동,구급,교통사고,904,1
379,20200506,부산광역시,사상구,모라동,기타,업무운행,904,1
380,20200506,부산광역시,사상구,학장동,구급,교통사고,904,2
381,20200506,부산광역시,사하구,신평동,구급,부상,950,1
382,20200506,부산광역시,사하구,신평동,기타,업무운행,950,3
383,20200506,부산광역시,사하구,하단동,구급,교통사고,950,1
384,20200506,부산광역시,서구,남부민동,구급,부상,159,1
385,20200506,부산광역시,서구,남부민동,기타,업무운행,159,1
386,20200506,부산광역시,서구,암남동,구급,교통사고,159,1
387,20200506,부산광역시,수영구,민락동,구급,교통사고,937,1
388,20200506,부산광역시,수영구,수영동,구급,부상,937,1
389,20200506,부산광역시,연제구,거제동,구급,교통사고,940,1
390,20200506,부산광역시,연제구,연산동,구급,교통사고,940,1
391,20200506,부산광역시,연제구,연산동,구조,교통사고,940,1
392,20200506,부산광역시,연제구,연산동,기타,업무운행,940,2
393,20200506,부산광역시,영도구,동삼동,구급,교통사고,910,1
394,20200506,부산광역시,영도구,동삼동,구급,부상,910,1
395,20200506,부산광역시,영도구,영선동,구급,교통사고,159,1
396,20200506,부산광역시,영도구,청학동,구급,부상,159,1
397,20200506,부산광역시,중구,남포동,구급,부상,159,1
398,20200506,부산광역시,중구,부평동,구급,교통사고,159,1
399,20200506,부산광역시,해운대구,반여동,기타,업무운행,937,1
400,20200506,부산광역시,해운대구,반여동,화재,산불,937,1
401,20200506,부산광역시,해운대구,송정동,기타,업무운행,937,1
402,20200506,부산광역시,해운대구,우동,구급,구급기타,937,1
403,20200506,부산광역시,해운대구,우동,구급,부상,937,3
404,20200506,부산광역시,해운대구,우동,기타,업무운행,937,1
405,20200506,부산광역시,해운대구,재송동,구급,부상,937,1
406,20200507,부산광역시,강서구,대저1동,구급,부상,904,1
407,20200507,부산광역시,강서구,대저2동,구급,교통사고,904,1
408,20200507,부산광역시,강서구,대항동,구급,부상,921,1
409,20200507,부산광역시,강서구,명지동,구급,부상,904,1
410,20200507,부산광역시,강서구,봉림동,구급,교통사고,904,1
411,20200507,부산광역시,강서구,봉림동,구조,교통사고,904,1
412,20200507,부산광역시,강서구,생곡동,구급,부상,904,1
413,20200507,부산광역시,기장군,기장읍,구급,교통사고,923,1
414,20200507,부산광역시,기장군,장안읍,구급,교통사고,923,1
415,20200507,부산광역시,기장군,장안읍,구조,교통사고,923,1
416,20200507,부산광역시,기장군,정관읍,구급,부상,923,1
417,20200507,부산광역시,기장군,정관읍,구조,교통사고,923,1
418,20200507,부산광역시,남구,대연동,구급,교통사고,942,2
419,20200507,부산광역시,남구,대연동,구급,부상,942,1
420,20200507,부산광역시,남구,대연동,구조,산악사고,942,1
421,20200507,부산광역시,남구,용호동,구급,부상,942,1
422,20200507,부산광역시,동래구,사직동,구급,교통사고,940,1
423,20200507,부산광역시,동래구,사직동,구급,부상,940,1
424,20200507,부산광역시,동래구,수안동,구급,교통사고,940,1
425,20200507,부산광역시,동래구,수안동,기타,업무운행,940,1
426,20200507,부산광역시,동래구,온천동,구급,부상,940,1
427,20200507,부산광역시,부산진구,당감동,구급,교통사고,938,1
428,20200507,부산광역시,부산진구,범천동,구급,부상,942,1
429,20200507,부산광역시,부산진구,부암동,기타,업무운행,938,1
430,20200507,부산광역시,부산진구,부전동,구급,교통사고,938,1
431,20200507,부산광역시,부산진구,부전동,구급,부상,938,3
432,20200507,부산광역시,북구,구포동,구급,교통사고,941,1
433,20200507,부산광역시,사상구,감전동,구급,구급기타,904,1
434,20200507,부산광역시,사상구,감전동,구급,부상,904,1
435,20200507,부산광역시,사상구,괘법동,구급,교통사고,904,1
436,20200507,부산광역시,사상구,모라동,구급,교통사고,904,2
437,20200507,부산광역시,사상구,모라동,구급,부상,904,1
438,20200507,부산광역시,사상구,엄궁동,구급,부상,904,1
439,20200507,부산광역시,사상구,주례동,구급,부상,938,2
440,20200507,부산광역시,사상구,주례동,기타,업무운행,938,1
441,20200507,부산광역시,사하구,감천동,기타,업무운행,159,1
